ID,strength
942,0.293511581176487
943,0.511940107910248
944,0.327571327692902
945,0.329632220325928
946,0.312961692111587
947,0.339318922207811
948,0.521884660767034
949,0.329632220325928
950,0.345904124512757
951,0.568322894333848
952,0.329177019607865
953,0.415337467814393
954,0.346741920514857
955,0.348871106851569
956,0.494955826266738
957,0.321868080915482
958,0.31929062689624
959,0.476359001953446
960,0.534392171799556
961,0.467968128505018
962,0.445452690334149
963,0.328852754274829
964,0.338101562442593
965,0.320395487810664
966,0.533133900319656
967,0.335564765456728
968,0.335564765456728
969,0.313085345833566
970,0.484533388540961
971,0.512736709166859
972,0.511257306833153
973,0.303900764448673
974,0.317538306499635
975,0.343316720081059
976,0.457768389600264
977,0.553760603777804
978,0.511940107910248
979,0.336404064071621
980,0.447930020720666
981,0.298812540054043
982,0.320248332993223
983,0.511257306833153
984,0.316115074404544
985,0.335564765456728
986,0.428732549148628
987,0.477641595658456
988,0.376151751654872
989,0.337459725601007
990,0.324593141257142
991,0.357194541461151
992,0.66471208202711
993,0.342294112239663
994,0.473449147684869
995,0.555065159391233
996,0.359678587990407
997,0.322580075041556
998,0.536123863332332
999,0.526914468478518
1000,0.338489740642311
1001,0.324481332809328
1002,0.464448759875717
1003,0.460721444873999
1004,0.544361674408801
1005,0.49197165646067
1006,0.445467686065927
1007,0.357632299586998
1008,0.342023443449872
1009,0.350195810760448
1010,0.466348300308554
1011,0.47887042993372
1012,0.497615068896421
1013,0.539869355789044
1014,0.610290934778993
1015,0.299787765833028
1016,0.530132429490653
1017,0.360313181705338
1018,0.542302737241054
1019,0.57083324741523
1020,0.308010633793771
1021,0.469903726145857
1022,0.534481962207974
1023,0.430290138090323
1024,0.352708318729347
1025,0.363245903146095
1026,0.480814167336325
1027,0.557194602652204
1028,0.317688185221383
1029,0.348708061097496
1030,0.458967292563874
